,SCORE,,,47,96%
 2 ,"It is the principal enabling law that provides sustainable management and development of
country's resources, particularly land.
a. RA 7160                 c. 1987 Constitution
b. CA 141                   d. PD 1076",C,,,
 3 ,"When is Earth Day?
a. March 18
b. March 22
c. April 18
d. April 22",D,,,
 4 ,"If Earth Hour is observed on the last Saturday of March, Earth Day USA is celebrated annually on April 22, World Town Planning Day falls on November 8, World Environment Day is marked on the 5th day of the month of
a. May          b. June      c. September           d. Oclober",B,,,
 5 ,"If 'World Heritage Day' is marked each year on April 18, 'World Biodivorsily Dny' is observed on May 22, 'World Ocean Day' on June 18, 'World Indigenous Peoples Day' on August 9, 'World Animal Day' on October '1, and 'Word Food Day' on Oclober 16, when is 'World Water Day' celebrated?
a. January 13                c. June 2'1
b. March 22                   d. October 31",B,,,
 6 ,"In general, this refers to the characteristic of a process or state that can be maintained at a certain level indefinitely; in particular, ii refers to lhe polential longevily of ecological
systems to support humankind and other species.
a. Perpeluily                   c. Resilience
b. Durability                    d. Sustainability",D,,,
 7 ,"In contrast to the environmentalism which highlights 'community' and 'communitarian' solutions, this type of environmentalism centers on respect for all life-forms in an atomistic or species-centered manner, such that humans would be on equal moral footing with sentient animals like pets and non-sentient organism like plants, insects, etc.
a. Eco-centrism                c. Anthropo-centrism
b. Bio-centrism                 d. Geo-cenlrism",B,,,
 8 ,"They are inveterate oplimists who believe that ""necessity is the mother of invention' and hence they assert that environmental problems can be solved by ever-advancing science and technology, and limitless human knowledge.
a. Cornucopians                       c. Soroptimist
b. Utopians                                d. Dsytopians",A,,,
 9 ,"Which basic principle of 'Sustainable Development' means responsibility and accountability to future populations?
a. Common Heritage of Humankind
b. Inter-generational Equity
c. Carying Capacity
d. Parity of Compeers",B,,,
 10 ,"Which principle of 'Sustainability Development' most directly supports the saying ""Think Global, Act Local.""
a. Principle of Subsidiary
b. Polluter Pays Principle
c. Common but Differentiated Responsibilities
d. Duty to Care and Not Cause Environmental Harm",A,,,
 11 ,"According to theories of 'Social Development' and 'Sustainable Development,' what is the relationship between the concepts of 'Growth' and 'Development'?
a. These two realities are essentially similar, hence, interchangeable in use
b. Growth refers to the entire macro-economy while development refers to people and society
c. Growth is a pre-condition to development but not enough in itself; it is necessary but not sufficient
condition.
d. Growth is merely quantitative while development is thoroughly qualilative",C,,,
 12 ,"According to Dr Garrett Hardin, in an open access regime without defined property rights, individuals enjoy free unlimited access to natural resources and right to use without exclusion; each individual is motivated to maximize his or her own benefit from exploiting the resource. When no individual has adequate incentive to conserve the public resource, the resource will likely become overused and
overexploited.                                                                                                                                                                    a. The Stewardship of Nature
b. Communitarian Paradox
c. Fencesitter's Dilemma
d.Tragedy of the Commons",D,,,
 13 ,"Dr. William Rees coined this concept in 1992 to approximate the amount of productive space, measured in terms of global hectare (gha) per capita, needed to sustain a population which consumes food, water, energy, building materials, etc., and requires the sink functions of nature for human waste and pollution.
a. Land-Population Ratio
b. Consumer Price Index
c. Index of Environmental Impact
d. Ecological Footprint",d,,,
 14 ,"The second law of thermodynamics state that no man-made or natural process operates with 100% efficiency and therefore, waste is inherent in all nature, and waste will always be generated.                                                                                                                                                              a. atrophy
b. dissipalion
c. thermal wasting
d. entropy",A,A,Correct,1
 15 ,"What are the 3E's of Sustainability?
a. Ergonomic, Economy, Ecology
a. The Stewardship of Nature
b. Communitarian Paradox
b. Economy, Environment, Equity
c. Ecology, Equity, Environment
d. Environment, Ergonomic, Economy",b,,,
 16 ,"All are issues on Social Environmental Programs except:
a. Domestic waste generations and disposal              b. Ground water quality and quantity and rate of extraction
c. Air pollution by source                                                d. Infrastructure to monitor air quality",D,,,
 17 ,"These are created to provide a spatial framework for ecosystem assessment, inventory, research, monitoring, and management?        a. Point Pollutants
b. Watersheds
c. Environmental Impact Statement 
d. Eco-regions",D,,,
 18 ,"This 1997 document is the Philippines official response to 1992 UNCED 'Earth Summir and contains a policy framework that redefines development as the 'drawing out of full human potential' according to the 'appropriate productivity' of nature, rather than optimal or maximum exploitation of natural resources to achieve GDP growth.
a. Philippine Strategy for Sustainable Development
b. Philippines Covenant on Total Human Development 
c. Strategic National Action Program                                                                                                                                                                   d. Philippine Agenda 21",D,,,
 19 ,"The following are different ecosystems identified in PA 21 except for:
a. Rural Ecosystem
b. Forest Ecosystem
c. Mining
d. Urban Ecosystem",A,,,
,End of Refresher-Land Use Planning-1,,,,
